job_id,title,company_name,company_size,location,job_level,experience_year,salary_min,salary_max,is_negotiable,job_type,is_remote,posted_date,source,crawled_at,job_url,desc,req
304,Game Designer,Công Ty CP Nexar,25-99 nhân viên,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,17000000.0,22000000.0,False,Làm việc tại văn phòng / onsite,False,7/1/2026,TopCV,7/12/2026,https://www.topcv.vn/viec-lam/game-designer-fresher-level/2043064.html,Nexar đang tìm kiếm một. Fresher Game Designer. tài năng để cùng chúng tôi phát triển những dòng game mobile mới. Chúng tôi đánh giá cao những cá nhân có tầm nhìn sự nghiệp rõ ràng không ngừng đặt ra những mục tiêu lớn và kiên trì theo đuổi chúng bằng sự nỗ lực tập trung cao độ Với vai trò là người định hình trò chơi bạn sẽ chịu trách nhiệm chính trong việc phát triển và tối ưu trải nghiệm người dùng. Chúng tôi mong muốn tìm kiếm một ứng viên không chỉ giàu sáng tạo mà còn phải có niềm đam mê sâu sắc và sự am hiểu toàn diện về thế giới game. Bạn cần là một game thủ thực thụ một người chơi xuất sắc có khả năng chơi và phân tích vượt trội Văn hoá tại Nexar là. talent feeds talent chúng tôi xây dựng một môi trường làm việc chuyên nghiệp gắn kết như một đội thể thao nơi mọi thành viên cùng phối hợp ăn ý để đạt được kết quả tốt nhất. Tất cả chúng tôi đều làm việc nghiêm túc đảm bảo chất lượng cao nhất cho từng vai trò để cùng nhau hướng tới thành công chung,Ảnh chụp Steam Libraries và Playtime hoặc các thông tin tương tự nếu bạn có chơi game khác cũng như nền tảng khác Phối hợp với các team để nghiên cứu phát triển và đồng thời định hình cách các trò chơi sẽ được phát hành trong tương lai Phối hợp với các team để cân bằng các yếu tố trong trò chơi nhằm đảm bảo các chỉ số sản phẩm và duy trì được mục tiêu kinh doanh Hiểu biết về Game Mechanics Game Systems Features UI UX Flow Story Art style mood Animation Sound Music Hiểu biết sâu rộng về thiết kế trò chơi có kinh nghiệm trong thiết kế trò chơi là lợi thế Hiểu biết về các lĩnh vực sản phẩm hoặc thiết kế khác là một điểm cộng lớn Kỹ năng giao tiếp làm việc nhóm tốt Kỹ năng phân tích tốt Kỹ năng toán học tốt Đọc hiểu tiếng Anh thuần thục Có thể định hình các chỉ số để lên các case test hoạch định các key data trong việc phát triển tối ưu game Sở thích chơi đa dạng các dòng game hay phân tích hiểu sâu các tựa game lớn định hình được cách chơi phong cách chơi tận hưởng các trải nghiệm theo góc nhìn của một Player Đam mê tuyệt đối và mong muốn phát triển chuyên sâu với công việc thiết kế trò chơi.
305,UI/UX Designer,Công Ty TNHH Dream Talent,150 - 300 nhân viên,Hồ Chí Minh,Nhân viên,3-5 năm,17000000.0,25000000.0,False,Toàn thời gian,False,6/23/2026,Vieclam24h,7/13/2026,https://vieclam24h.vn/it-phan-mem/ui-ux-designer-c8p122id200862157.html,Nghiên cứu Thiết kế UX Áp dụng phương pháp tư duy MECE để bóc tách các bài toán trải nghiệm người dùng phức tạp. Thiết kế wireframes user flows và prototypes mang lại sự minh bạch về thị trường cho người dùng cuối Thiết kế Trải nghiệm 3D Không gian Nghiên cứu và thiết kế các giao diện tương tác đột phá cho tính năng quét không gian 3D sơ đồ mặt bằng floor plans và tích hợp hiển thị dữ liệu từ các công nghệ quét như LiDAR RGB Thiết kế Giao diện UI Hệ thống thiết kế Xây dựng và duy trì Design System nhất quán cho ứng dụng trên cả nền tảng Web và Mobile. Đảm bảo giao diện mang tính thẩm mỹ cao hiện đại và dễ sử dụng Tối ưu hóa Phễu chuyển đổi Thiết kế touchpoints và landing page chiến lược nhằm hỗ trợ trực tiếp cho chiến dịch marketing tối đa hóa tỷ lệ giữ chân và chuyển đổi khách hàng Hợp tác Bàn giao Làm việc theo mô hình Agile/Sprint. Bàn giao thiết kế chi tiết cho đội ngũ lập trình sử dụng các công cụ quản lý dự án để theo dõi tiến độ và đảm bảo thiết kế được triển khai chính xác.,Tối thiểu 3 năm kinh nghiệm thực tế trong lĩnh vực thiết kế UI/UX cho các ứng dụng Mobile và Web có độ phức tạp cao Kinh nghiệm làm việc thiết kế giao diện tương tác và chuyển hóa các yêu cầu nghiệp vụ thành tính năng sản phẩm cụ thể Kinh nghiệm phát triển các sản phẩm PropTech là một lợi thế lớn Bằng Cử nhân các chuyên ngành Thiết kế đồ họa Tương tác người-máy HCI Công nghệ thông tin hoặc tương đương kinh nghiệm thực tiễn vững chắc có thể thay thế cho bằng cấp Hiểu biết sâu sắc về Vòng đời phát triển phần mềm SDLC và các giới hạn/khả năng của front-end để giao tiếp hiệu quả với đội ngũ kỹ thuật Kiến thức chuyên sâu về phân tích/thiết kế UX cho nền tảng di động và web Khả năng phân tích tài liệu yêu cầu nghiệp vụ tạo user flows và wireframes hiệu quả Kỹ năng ưu tiên tính năng feature prioritization và quản lý dự án linh hoạt Sử dụng thành thạo các công cụ thiết kế chuyên nghiệp như Figma bên cạnh các công cụ quản lý dự án như Jira Linear Trello hoặc Notion Kỹ năng giao tiếp thuyết phục và làm việc nhóm xuất sắc Khả năng làm việc dưới áp lực cao xử lý đa nhiệm và thích ứng nhanh trong môi trường start-up tốc độ cao. Preferred Qualifications Có kinh nghiệm làm việc với các hệ thống bản đồ Map-based interfaces hoặc công nghệ mô phỏng không gian AR/VR Quen thuộc với quy trình Agile/Scrum và phát triển sản phẩm MVP Thông thạo tiếng Anh để làm việc với các tài liệu hoặc đối tác quốc tế.
306,Lead Manual Tester,Công Ty CP Công Nghệ Phần Mềm Tinh Vân,100-499 nhân viên,Hà Nội,Trưởng nhóm,1-3 năm,18000000.0,,False,Làm việc tại văn phòng / onsite,False,7/7/2026,TopCV,7/12/2026,https://www.topcv.vn/viec-lam/truong-nhom-manual-tester-2yoe/2125071.html,Lập kế hoạch kiểm thử lập kịch bản kiểm thử thực hiện kiểm thử. Phân tích luồng công việc báo cáo kiểm thử và đề xuất cải tiến chất lượng. Làm việc với đội phát triển để khắc phục lỗi chẩn đoán và cải tiến cấu hình sản phẩm đối với các module hiện tại hoặc tương lai. Địa điểm onsite Lotte Liễu Giai Ba Đình Hà Nội,Từ 2 năm kinh nghiệm. Viết được testcase bằng Tiếng Anh Tiếng Anh đọc hiểu. Có khả năng xây dựng tài liệu kiểm thử độc lập dựa trên việc áp dụng các kỹ thuật kiểm thử phần mềm. Có khả năng phân tích và phản biện về đặc tả yêu cầu phần mềm. Có khả năng ước lượng nỗ lực kiểm thử và xác định được những rủi ro cho các task được giao. Có khả năng hướng dẫn review về thiết kế kiểm thử kịch bản kiểm thử cho các bạn level thấp hơn hoặc level tương đương. Có khả năng xây dựng và thực hiện các query cơ bản với hệ cơ sở dữ liệu của sản phẩm để tạo sửa xóa hoặc truy vấn dữ liệu với các bảng đơn
307,AI Engineer,Công Ty CP Phần Mềm Itsol Holdings,100-499 nhân viên,Hà Nội,Trưởng nhóm,1-3 năm,18000000.0,25000000.0,False,Làm việc tại văn phòng / onsite,False,7/9/2026,TopCV,7/12/2026,https://www.topcv.vn/viec-lam/ai-engineer-lead/2196133.html,Tham gia phát triển các sản phẩm nội bộ về Chatbot CV OCR Voice2Text bằng ứng dụng AI từ các kỹ thuật ML DL Transformer LLM/ Prompt/ Multi agent Đảm bảo chất lượng dữ liệu kết quả mô hình báo cáo định kỳ tự động Chịu trách nhiệm bảo trì cải thiện làm sạch và thao tác dữ liệu khắc phục các sự cố tồn tại Thiết kế API giao tiếp với các hệ thống nội bộ hợp tác với các nhóm khác để tích hợp giải pháp xây dựng sản phẩm hoàn thiện Đóng gói và triển khai trên môi trường Product với docker và docker-compose Xây dựng các tài liệu Thiết kế tổng thể giải pháp Thiết kế chi tiết tài liệu Giám sát theo quy trình DS/AI.,Có kinh nghiệm từ 2 năm trở lên với vị trí tương đương. Kiến thức về lập trình cấu trúc dữ liệu và giải thuật lý thuyết đồ thị Kiến thức về xác suất thống kê đại số tuyến tính giải tích Kiến thức về các loại CSDL RDBMS Graph Databases NoSQL Products Kiến thức về học máy Machine Learning học sâu Deep Learning về xử lý ngôn ngữ tự nhiên NLP xử lý hình ảnh Sử dụng thành thạo một trong các thư viện học máy Scikit-learn TensorFlow Keras PyTorch Kỹ năng lập trình thành thạo Python SQL Kỹ năng trực quan hóa dữ liệu Kỹ năng triển khai với các nền tảng containerization Docker Kubernetes là một điểm cộng Kỹ năng với các nhiệm vụ trong NLP conversational AI information extraction text summarization text completion sentiment analysis Kỹ năng với các nhiệm vụ trong LLM LangChain vector embeddings NLTK GPT-3 GPT-4 ChatGPT Claude Mistral LLaMA spaCy Stanford CoreNLP word2vec Alpaca FastText BERT VectorDB BERT LLM/Prompt LangGraph. Có kinh nghiệm làm việc với các thư viện python numpy matplotlib/seaborn pandas scikit learn Jupyter notebook v.v Có kinh nghiệm trong xây dựng kiến trúc phát triển triển khai các giải pháp phân tích dữ liệu là một điểm cộng.
308,Manual Tester,Công Ty CP Công Nghệ AI-Soft,25-99 nhân viên,Hà Nội,Nhân viên,1-3 năm,18000000.0,,False,Làm việc tại văn phòng / onsite,False,6/24/2026,TopCV,7/12/2026,https://www.topcv.vn/viec-lam/manual-tester-yeu-cau-tu-2-nam-kinh-nghiem-luong-khoi-diem-18-trieu/2213079.html,Đọc hiểu các tài liệu giải pháp tài liệu thiết kế phối hợp với các nhóm để hiểu rõ yêu cầu sản phẩm Phân tích chức năng nghiệp vụ của phần mềm từ đó lập kế hoạch và xây dựng kịch bản kiểm thử cho các sản phẩm web mobile app Thực thi kiểm thử và tổng hợp báo cáo Kiểm soát chất lượng sản phẩm khi đưa vào go-live Hỗ trợ khách hàng kiểm tra tái hiện các lỗi phát sinh Nghiên cứu và cập nhật các kỹ thuật kiểm thử các kiến thức mới hỗ trợ cho công việc Đề xuất cải tiến sản phẩm hoặc quy trình kiểm thử.,Đã có kinh nghiệm tối thiểu 2 năm trong kiểm thử phần mềm web mobile app Nắm chắc các kiến thức kiểm thử Tốt nghiệp ngành IT hoặc liên quan Có kinh nghiệm làm việc trên các hệ thống kiểm soát lỗi phần mềm Có hiểu biết về các phương pháp phát triển phần mềm Kinh nghiệm làm việc với API CSDL Cẩn thận tỉ mỉ và có kinh nghiệm giao tiếp làm việc nhóm tốt Đam mê xây dựng sản phẩm chất lượng cao mang đến trải nghiệm tốt cho khách hàng Ưu tiên ứng viên có kinh nghiệm với Automation test ReactJs ReactNative
309,Network Engineer,Tổng Công Ty CP Công Trình Viettel,,Hà Nội,Nhân viên,1-3 năm,18000000.0,23000000.0,False,Toàn thời gian,False,7/12/2026,CareerViet,7/13/2026,https://careerviet.vn/vi/tim-viec-lam/ky-su-quan-tri-mang-network-engineer.35C7BD3C.html,Trung tâm Công nghệ thông tin Tổng Công ty CP Công trình Viettel cần tìm kiếm 2 Kỹ sư Network làm việc với FW checkpoint Cụ thể công việc như sau Triển khai cấu hình và quản trị hạ tầng mạng CNTT tại Datacenter Switch Core Router Firewall SAN Switch Web Proxy. Triển khai cấu hình và quản trị hệ thống mạng LAN/WAN Wifi Windows server storage AD Kaspersky FTP DNS DHCP NTP NAS. Vận hành đảm bảo hệ thống hoạt động 24/7 khắc phục các sự cố phát sinh tuân thủ quy trình quy định Được tham gia triển khai các dự án lớn mạng quy mô diện rộng 63 Tỉnh/TP hạ tầng Private Cloud các dự án của khách hàng Nghiên cứu và triển khai các giải pháp công nghệ mới về Network Security và hệ thống quản lý vận hành giám sát mạng Có kinh nghiệm ít nhất 2 năm về quản trị mạng. Ưu tiên ứng viên có chứng chỉ quốc tế Cisco Juniper HPE Checkpoint,Độ tuổi tuyển dụng Dưới 32 tuổi. Tốt nghiệp Đại học chính quy trở lên chuyên ngành CNTT/ Toán tin/ Điện tử viễn thông/ Khoa học máy tính Kiến thức cơ bản về Network Kiến thức cơ bản các thiết bị Cisco Fortigate Tối thiểu 2 năm kinh nghiệm trở lên làm viêc ở vị trí tương đương có kinh nghiệm làm việc với FW Checkpoint. Ưu tiên Có chứng chỉ CCNA CCNP QUYỀN LỢI ĐƯỢC HƯỞNG. Lương cứng 20.000.000 25.000.000 đồng/ tháng Có thể thỏa thuận theo kinh nghiệm Thử việc 100 lương. Có phụ cấp ăn trưa điện thoại 930.000/tháng. 14 tháng lương/năm Thưởng tháng lương Tháng 13 Tháng 14 Thưởng các ngày lễ tết 48.000.000 đồng/năm. Nghỉ phép 15 ngày/năm. Được ký hợp đồng lao động và tham gia các loại bảo hiểm theo quy định của Nhà nước Được đào tạo tại công ty hoặc tham gia các khóa đào tạo nâng cao bổ ích bên ngoài Tham gia nhiều hoạt động văn hóa thể dục thể thao giải trí Chính sách du lịch nghỉ dưỡng khám sức khỏe định kỳ cho CBNV Địa điểm làm việc Số 219 Trung Kính Cầu Giấy Hà Nội. Thời gian làm việc Từ T2 T6 + 1 ngày T7 của tuần đầu tiên của tháng Viettel Construction tuyệt đối không thu bất cứ khoản tiền nào của ứng viên khi nộp hồ sơ tham gia dự tuyển và khi vào làm việc tại Viettel Construction nếu trúng tuyển Khi ứng tuyển vào Viettel Construction ứng viên phải cam kết các hồ sơ cá nhân cung cấp như Bằng cấp Chứng chỉ hành nghề thông tin thật. Trường hợp rà soát phát hiện ứng viên sử dụng hồ sơ giả sẽ xử lý theo Quy định của Pháp luật
310,QC Engineer,Công Ty TNHH Công Nghệ Techsoft,10 - 150 nhân viên,Đà Nẵng,Nhân viên,3-5 năm,18000000.0,45000000.0,False,Toàn thời gian,False,7/2/2026,Vieclam24h,7/13/2026,https://vieclam24h.vn/it-phan-mem/qc-engineer-manual-automation-c8p104id200872100.html,Be involved in refining requirements and clarifying acceptance criteria with stakeholders. Take ownership of testing scope within a feature or sprint. Design write and execute test cases manual and automation Perform functional regression integration and exploratory testing. Develop and maintain automation test scripts for regression and functional testing. Identify log and track bugs support troubleshooting with developers. Ensure product quality through post-release validation and monitoring. Participate in Agile/Scrum ceremonies planning daily retrospective Contribute to test strategy test planning and quality improvements. Continuously improve testing processes tools and frameworks. Apply a security mindset during testing and quality assurance activities,3+ years of experience in software testing both manual and automation exposure Solid understanding of SDLC and software testing methodologies. Writing test cases and test plans. Bug tracking and reporting. Experience in automation testing e.g. Playwright Cypress Familiarity with API testing tools Postman or similar Experience working in Agile/Scrum teams. Good logical thinking and problem-solving skills. Ability to work independently and manage priorities effectively. Good English communication verbal and written Experience with CI/CD tools e.g. Jenkins GitHub Actions Knowledge of programming or scripting Java Python C# ETC. Experience in mobile testing iOS/Android Exposure to cloud platforms or microservices architecture. ISTQB or other testing certifications
311,DevOps Engineer,Tổng Công Ty CP Công Trình Viettel,1000+ nhân viên,Hà Nội,Nhân viên,Không yêu cầu kinh nghiệm,18000000.0,,False,Làm việc tại văn phòng / onsite,False,7/12/2026,TopCV,7/12/2026,https://www.topcv.vn/viec-lam/devops-engineer-ky-su-devops/2222213.html,Thiết kế xây dựng và vận hành hạ tầng triển khai phần mềm cho các hệ thống TelCo/OSS trên môi trường On-premise Private Cloud hoặc Public Cloud Xây dựng và tối ưu quy trình CI/CD tự động hóa toàn bộ quá trình build test security scan release và deployment cho các hệ thống phần mềm Quản trị triển khai và tối ưu nền tảng Container và Kubernetes đảm bảo tính sẵn sàng cao High Availability khả năng mở rộng Scalability và phục hồi sau sự cố Thiết kế và vận hành hệ thống giám sát tập trung Monitoring thu thập log cảnh báo và theo dõi hiệu năng của ứng dụng hạ tầng và dịch vụ Xây dựng các công cụ tự động hóa vận hành Automation Tools Infrastructure as Code IaC giúp giảm thiểu thao tác thủ công và nâng cao hiệu quả khai thác Phối hợp với đội phát triển phần mềm để chuẩn hóa quy trình DevSecOps tối ưu kiến trúc triển khai xử lý sự cố và nâng cao chất lượng sản phẩm Tham gia xử lý các sự cố hệ thống Incident Management phân tích nguyên nhân gốc Root Cause Analysis đề xuất giải pháp phòng ngừa và cải tiến Nghiên cứu đánh giá và ứng dụng các công nghệ mới về Cloud Native DevOps Platform Engineering Observability nhằm nâng cao hiệu quả vận hành hệ thống.,Tốt nghiệp Đại học trở lên chuyên ngành Công nghệ thông tin Khoa học máy tính Điện tử Viễn thông Có tối thiểu 01 năm kinh nghiệm ở vị trí DevOps Engineer Site Reliability Engineer SRE Platform Engineer hoặc System Engineer Có kinh nghiệm triển khai và vận hành hệ thống trên Linux Ubuntu CentOS Rocky Linux Thành thạo ít nhất một ngôn ngữ lập trình hoặc scripting như Python Go Bash Shell Java. Python. Go. Bash Shell. Java. Có kinh nghiệm xây dựng và vận hành Docker Kubernetes Helm Có kinh nghiệm xây dựng CI/CD bằng một hoặc nhiều công cụ Jenkins GitLab CI/CD GitHub Actions ArgoCD. Jenkins. GitLab CI/CD. GitHub Actions. ArgoCD. Có kinh nghiệm sử dụng Git và quy trình Git Flow Có kinh nghiệm quản trị cơ sở dữ liệu mã nguồn mở như PostgreSQL MySQL/MariaDB MongoDB Redis caching PostgreSQL. MySQL/MariaDB. MongoDB. Redis caching Có kiến thức tốt về TCP/IP HTTP/HTTPS DNS Load Balancer Reverse Proxy SSL/TLS. TCP/IP. HTTP/HTTPS. DNS. Load Balancer. Reverse Proxy. SSL/TLS. Có khả năng đọc hiểu tài liệu kỹ thuật bằng tiếng Anh Có kinh nghiệm triển khai trên OpenStack VMware AWS Azure Google Cloud Platform. OpenStack. VMware. AWS. Azure. Google Cloud Platform. Có kinh nghiệm sử dụng Terraform Ansible Puppet. Terraform. Ansible. Puppet. Có kinh nghiệm với Kafka RabbitMQ. Kafka. RabbitMQ. Có hiểu biết về DevSecOps bảo mật chuỗi CI/CD Có kinh nghiệm triển khai GitOps Có hiểu biết về hệ thống OSS/BSS mạng IP mạng truyền dẫn 4G/5G Có chứng chỉ CKA CKAD RHCSA/RHCE Terraform Associate AWS/Azure/GCP Associate. CKA. CKAD. RHCSA/RHCE. Terraform Associate. AWS/Azure/GCP Associate
312,System Admin - DevOps,Công Ty CP Đầu Tư Phát Triển Công Nghệ Ứng Dụng Toàn Cầu,25-99 nhân viên,Hà Nội,Nhân viên,1-3 năm,18000000.0,25000000.0,False,Làm việc tại văn phòng / onsite,False,7/9/2026,TopCV,7/12/2026,https://www.topcv.vn/viec-lam/chuyen-vien-system-admin-devops/2188876.html,Quản lý hệ thống mạng tường lửa máy chủ Windows Server/Linux vật lý ảo hóa VMWare vSphere vCenter giám sát hệ thống Backup Restore cho các máy chủ dữ liệu Quản lý cấu hình giám sát hệ thống AD DNS DHCP File Server NAS PBX Email Exchange Nginx Tạo tài nguyên OS cấu hình môi trường cho team dự án Nghiên cứu vận hành hệ thống dịch vụ phần mềm chạy trên Kubernetes/Docker Container K8S với khả năng AutoScale Up/Out Đề xuất các phương án quản lý nâng cấp tối ưu bảo trì bảo dưỡng định kỳ hệ thống Các công việc khác theo sự phân công của quản lý.,Tốt nghiệp Đại Học chuyên ngành Công nghệ thông tin Điện tử viễn thông hoặc các ngành tương đương Ít nhất 2 năm kinh nghiệm làm việc ở vị trí tương đương.
313,Solution Architect,Công Ty CP Thương Mại Dịch Vụ Sao Nam An,,Hồ Chí Minh,Nhân viên,1-3 năm,18000000.0,20000000.0,False,Toàn thời gian,False,7/5/2026,CareerViet,7/13/2026,https://careerviet.vn/vi/tim-viec-lam/ky-su-giai-phap-pre-sales.35C7940F.html,Thực hiện các công việc liên quan đến Khảo sát Báo giá Bản vẽ thiết kế Hồ sơ dự thầu dưới sự phân công của cấp trên trực tiếp Phối hợp với các bộ phận liên quan Quản lý dự án Kinh doanh đi khảo sát thực tế công trình để tìm hiểu nhu cầu khách hàng phân tích nhu cầu tư vấn định hướng sản phẩm và đưa ra mô hình giải pháp tối ưu cho Khách hàng Lập Bản vẽ thiết kế bố trí thiết bị bản vẽ nguyên lý bản vẽ thiết kế cho công trình sau khi đi khảo sát thực tế và lấy ý kiến trao đổi từ khách hàng Lập và gửi báo giá bản vẽ thiết kế cho Kinh doanh theo đúng thời hạn để Kinh doanh tham gia đấu thầu chào giá đến Khách hàng Lập Bảng chào giá các hạng mục phát sinh theo yêu cầu của Khách hàng trong quá trình thi công Truyền đạt lại thông tin dự án và toàn bộ hồ sơ thiết kế cho bộ phận thi công khi có thông tin trúng thầu. Phối hợp với bộ phận Quản lý dự án để đảm bảo thi công đúng như thiết kế Kiểm tra giám sát các dự toán bản vẽ thiết kế và phối hợp với các Phòng ban khác trong các công việc từ khi bắt đầu Dự án đến khi kết thúc Dự án Hỗ trợ Bộ phận Kinh doanh giải đáp thắc mắc/ tư vấn Khách hàng các vấn đề liên quan đến sản phẩm thi công giải pháp thực hiện Đánh giá tiềm năng khách hàng khả năng thành công những khó khăn để đề ra phương án cải tiến Thường xuyên cập nhật thông tin sản phẩm mới nhất từ Nhà sản xuất Phòng mua hàng để tư vấn cho Bộ phận Kinh doanh và Khách hàng Nghiên cứu sản phẩm mới giải pháp mới để đáp ứng yêu cầu của Công ty và thị trường Thực hiện các nhiệm vụ khác do cấp trên và Ban Tổng Giám đốc phân công.,1. Giới tính Nam. 2. Có kiến thức kinh nghiệm kỹ năng cả trong tư vấn thiết kế và quản lý triển khai dự án 3. Am hiểu về các hệ thống Networking TEL CCTV People Counting Display IBS kích sóng tòa nhà data center power supply 4. Có kỹ năng thành thạo trong việc tìm hiểu các giải pháp công nghệ mới nhất trên thị trường lập bảng danh mục thiết bị và chào giá so sánh specs kỹ thuật bản vẽ thiết kế kỹ thuật và thi công thuyết minh thiết kế kỹ thuật thuyết trình giải pháp 5. Có khả năng quản lý dự án từ giai đoạn mua sắm đến khi bàn giao lập tiến độ và quản lý tiến độ quản lý Vendor giám sát thi công 6. Kỹ năng tiếng Anh nghe nói đọc viết thành thạo 7. Khả năng làm việc với áp lực cao giao tiếp với nhiều bên liên quan từ Chủ đầu tư cho đến các Nhà thầu phụ 8 Sử dụng thành thạo các phần mềm Autocad Microsoft Office các phần mềm tính toán thiết kế 9. Có khả năng đi công tác thường xuyên làm việc độc lập.
314,IT DevOps & Application Engineer,Công Ty TNHH Con Đường Giáo Dục,150 - 300 nhân viên,Hồ Chí Minh,Nhân viên,1-3 năm,18000000.0,25000000.0,False,Toàn thời gian,False,7/6/2026,Vieclam24h,7/13/2026,https://vieclam24h.vn/it-phan-cung-mang/it-devops-application-engineer-c7p122id200874551.html,,Có bằng Cao đẳng hoặc Đại học Am hiểu về Hệ điều hành Linux/Unix và Windows Server nền tảng ảo hóa và Micro Service HyperVisor Docker/K8S Có kiến thức về Kỹ thuật lập trình cơ sở dữ liệu Mạng máy tính hệ thống thông tin Phân tích và thiết kế hệ thống Thành thạo Microsoft 365 và ít nhất 1 ngôn ngữ lập trình/scripting am hiểu nguyên lý lập trình và bảo mật dữ liệu Có kỹ năng làm việc nhóm lập kế hoạch phân tích đánh giá và giải quyết vấn đề Tiếng Anh giao tiếp cơ bản đọc hiểu tài liệu chuyên ngành.
315,Backend .NET Developer,Công Ty TNHH Hóa Đơn Điện Tử M-Invoice,100-499 nhân viên,Hà Nội,Nhân viên,1-3 năm,18000000.0,,False,Làm việc tại văn phòng / onsite,False,7/7/2026,TopCV,7/12/2026,https://www.topcv.vn/viec-lam/lap-trinh-back-end-net-2-yoe/2130855.html,Tham gia phát triển và vận hành hệ thống Hóa đơn điện tử M-Invoice và các sản phẩm liên quan CRM BHXH TVAN Phát triển API xử lý nghiệp vụ trên nền tảng .NET + ABP Framework. Thiết kế và tối ưu hệ thống theo kiến trúc Microservices Modular Monolith. Làm việc với các thành phần hệ thống Queue RabbitMQ xử lý background jobs event-driven Cache Redis. Storage MinIO S3 compatible Database PostgreSQL. Phối hợp với team FE ReactJS/NextJS BA Tester để phát triển tính năng end-to-end. Tối ưu hiệu năng xử lý concurrency đảm bảo hệ thống chạy ổn định khi tải cao. Tham gia phân tích review code cải tiến kiến trúc hệ thống,Có 2 năm kinh nghiệm lập trình .NET Web ASP.NET Core Thành thạo C# ASP.NET Core Web API. Hiểu và áp dụng tốt OOP SOLID Design Patterns RESTful API design. Có kinh nghiệm làm việc với Entity Framework Core hoặc ORM tương đương. Sử dụng tốt PostgreSQL SQL Server viết query tối ưu index xử lý transaction Có kinh nghiệm làm việc với Redis cache hoặc cơ chế caching tương đương. Hiểu cơ bản về message queue RabbitMQ/Kafka Có kinh nghiệm làm việc với Git. RabbitMQ event queue retry dead-letter Redis nâng cao distributed cache locking MinIO S3 storage. Có kinh nghiệm xây dựng hệ thống High throughput high concurrency Background jobs distributed processing. Có hiểu biết về Microservices Event-driven architecture Docker CI-CD Linux server. Có kinh nghiệm tối ưu hệ thống Caching strategy queue tuning DB performance. Có tư duy product-oriented chủ động đề xuất giải pháp. Biết sử dụng AI tools ChatGPT Copilot v.v. để tăng hiệu suất công việc
316,DevOps Engineer Staff,Công Ty TNHH Dream Talent,150 - 300 nhân viên,Hồ Chí Minh,Nhân viên,3-5 năm,18000000.0,25000000.0,False,Toàn thời gian,False,6/23/2026,Vieclam24h,7/13/2026,https://vieclam24h.vn/it-phan-mem/devops-engineer-staff-c8p122id200862152.html,Infrastructure Design Automation Design deploy and maintain a hybrid cloud infrastructure AWS + On-premise that supports microservices high-volume media storage and real-time data pipelines. Leverage Infrastructure as Code Terraform Ansible to provision and version all environments CI/CD Pipeline Orchestration Build and optimize automated CI/CD pipelines GitHub Actions GitLab CI/CD Jenkins enabling fast safe and frequent releases. Implement advanced deployment strategies blue-green canary rollback to guarantee zero-downtime deployments Containerization Orchestration Deploy and manage Kubernetes K8s and Docker Swarm clusters configure networking auto-scaling load balancers and service meshes for optimal performance and cost efficiency Monitoring Logging Alerting Implement observability stacks Prometheus Grafana Loki ELK and intelligent alerting systems OpsGenie PagerDuty to ensure 99.9 uptime and rapid incident response Security Compliance Harden infrastructure and applications using AWS GuardDuty WAF Security Groups IAM and network firewalls. Enforce security best practices across containers APIs and sensitive property data Agentic Orchestration Integrate AI coding agents into daily operations to automate repetitive tasks generating IaC scripts pipeline templates and monitoring dashboards while retaining full architectural control Cross-functional Collaboration Work closely with the Full-Stack Developer AI Data Engineer and System Architect to ensure seamless integration between code and infrastructure. Participate in sprintplanning stand-ups and retrospectives.,Minimum 3+ years of experience as a DevOps Engineer SRE or Cloud Infrastructure Engineer ideally in a product company or startup Proven track record of deploying and managing Kubernetes Docker and CI/CD pipelines in production Experience working with hybrid cloud or on-premise environments is a strong advantage Previous exposure to PropTech media-heavy applications or real-time data systems is highly valued. Knowledge and Skills. Core Technical Skills o Senior-level knowledge of Kubernetes and Docker Docker Swarm is a plus Proficient with Helm Charts + Strong experience with Infrastructure as Code using Terraform and Ansible + Deep understanding of CI/CD tools GitHub Actions GitLab CI/CD Jenkins and advanced deployment strategies + In-depth knowledge of AWS VPC Subnetting DNS VPNs Load Balancers IAM GuardDuty WAF Familiarity with GCP or Azure is a bonus + Hands-on experience with monitoring and observability tools Prometheus Grafana Loki ELK Stack + Proficiency in scripting Bash Python or Go and system administration Linux Soft Skills + Excellent problem-solving skills and the ability to prioritize effectively in a fast-paced environment + Strong communication skills to convey technical decisions to both engineers and business stakeholders + A collaborative proactive and automation-first mindset. o Ability to work under pressure multitask and adapt quickly. Agentic Coding Skills + Demonstrated ability to incorporate AI-assisted workflows into daily DevOps tasks delegating boilerplate work to AI agents while maintaining quality and security standards. Preferred Qualifications Certifications such as CKA Certified Kubernetes Administrator or AWS Certified DevOps Engineer Experience with NoSQL databases MongoDB Firestore message queuing Kafka RabbitMQ and caching technologies Redis CDNs Familiarity with Proptech or large file storage challenges Fluency in English for working with international documentation or partners.
